source_center,destination_center,route_type,delay_ratio,avg_distance,pct_sla_breach,trip_count
IND125005AAA,IND335513AAA,FTL,1.7771457849170336,25.944176190476192,0.9523809523809523,21
IND125005AAA,IND335523AAB,FTL,1.9180176909152191,38.26784,0.8,5
IND125005AAA,IND335524AAA,FTL,1.7188814561702257,27.994992307692307,0.6923076923076923,13
IND125033AAA,IND125001AAA,FTL,1.9948400412796696,21.276433333333333,1.0,3
IND125033AAA,IND125005AAA,FTL,2.0620915032679736,21.5574,1.0,2
IND125047AAB,IND125050AAA,FTL,2.7222222222222223,22.34885,1.0,2
IND125047AAB,IND125051AAA,FTL,1.951920995621559,23.96253448275862,0.9655172413793104,29
IND125050AAA,IND125051AAA,FTL,1.7518037518037517,16.165066666666668,1.0,3
IND125051AAA,IND125111AAA,FTL,1.0351897204806688,21.787475,0.0,4
IND125104AAA,IND125005AAA,FTL,2.1839181286549705,23.2096,1.0,7
IND125111AAA,IND125121AAA,FTL,2.4511141636141636,20.101825,0.75,4
IND125121AAA,IND125001AAA,FTL,2.830682602421733,18.300283333333333,1.0,6
IND126102AAA,IND126116AAA,FTL,2.2762079831932773,16.623870000000004,1.0,10
IND126102AAA,IND131301AAA,FTL,2.1898488562091503,23.349225,1.0,4
IND126112AAA,IND131028AAB,FTL,2.5472008985791788,22.479896875,0.9375,64
IND126116AAA,IND131301AAA,FTL,2.8525240798073614,20.74367,1.0,20
IND127021AAA,IND127201AAA,FTL,2.374107219642243,18.454733333333333,1.0,24
IND127201AAA,IND124141AAA,FTL,1.9116582049486461,19.3725875,0.875,8
IND131021AAA,IND131028AAA,Carting,1.9916597666597666,6.902781981981982,0.6576576576576577,111
IND131028AAB,IND000000ACB,Carting,1.5425514275449987,14.955070789473686,0.35657894736842105,760
IND131028AAB,IND110037AAM,Carting,2.1799772284920342,12.059406666666666,0.8333333333333334,30
IND131028AAB,IND124001AAB,FTL,1.7371142846686325,19.976941666666665,1.0,12
IND131028AAB,IND124507AAA,FTL,1.9633765984395186,22.18235,1.0,20
IND131028AAB,IND132103AAA,FTL,4.7531526475898795,23.12365,1.0,6
IND131028AAB,IND136118AAA,FTL,2.2077197907146915,21.836999019607845,0.9901960784313726,102
IND131028AAB,IND160002AAC,FTL,1.7141455570878272,24.28983291666667,0.9416666666666667,240
IND131028AAB,IND201204AAA,FTL,1.8315386654820205,23.98164074074074,0.7777777777777778,27
IND131028AAB,IND244001AAA,FTL,2.7606431968517184,37.02198552631579,0.6513157894736842,152
IND131028AAB,IND244235AAA,FTL,1.8544904187702353,34.901603968253966,0.5396825396825397,126
IND131028AAB,IND247667AAA,FTL,1.8436420605554853,24.39828333333333,0.9333333333333333,30
IND131028AAB,IND247667AAB,FTL,1.8651542853988934,24.47113666666667,0.9888888888888889,90
